,year,sid,robbery_gun_r,jhcitizen_c,jhpolice_c,homicide,robbery,assault,burglary,larceny,motor,murder,unemployrt,poverty,l_income,l_prisoner,l_exp_subsidy,l_exp_pubwelfare,post,popwt
295,2009,28,0.4819672,2,2,2.313608,68.84394,187.40224,492.40347,2115.879,198.01097,2.313608,4.6,11.980651466827377,10.828024,5.5312743,4.461445,7.1274514,0,1725508.9
296,2010,28,0.4282927,1,4,2.9782193,56.531013,184.92535,459.1973,2034.0686,199.32008,2.9782193,4.7,11.53331966,10.872902,5.533323,4.493362,7.1373267,0,1725508.9
297,2000,29,0.40435836,3,2,6.5662823,231.24512,251.55478,892.09814,2246.025,670.4734,6.5662823,4.5,9.914933558385448,10.967077,6.238756,3.3910065,6.272681,0,2347658.5
298,2001,29,0.40186536,3,9,8.685619,237.98598,307.0849,854.6167,2174.9275,709.4221,8.733873,5.3,9.524554005494137,10.931606,6.202085,3.5711136,6.2180715,0,2347658.5
299,2002,29,0.3952716,4,5,8.458758,239.1819,356.52963,885.646,2217.9238,817.18146,8.458758,5.7,10.460773326778185,10.905718,6.1937385,3.8958678,6.378921,0,2347658.5
300,2003,29,0.4032536,3,2,8.923823,236.68515,340.64545,994.66656,2415.3665,944.4304,8.923823,5.3,11.403649435987196,10.888651,6.1687384,3.976524,6.4596696,0,2347658.5
301,2004,29,0.40611622,5,4,7.474371,213.14993,362.76773,1005.6505,2278.727,983.6185,7.474371,4.6,11.501535939773952,10.905718,6.202279,3.985164,6.4741473,0,2347658.5
302,2005,29,0.4238622,5,10,8.650806,197.45674,366.6094,986.0659,2184.2026,1130.9459,8.650806,4.2,11.066396615939068,10.893809,6.2041044,4.1777368,6.5291023,0,2347658.5
303,2006,29,0.4948849,3,11,9.056196,282.02438,413.3392,997.46387,2020.2129,1081.9349,9.056196,4.2,10.331597028125099,10.942651,6.2479744,4.1612406,6.5000916,0,2347658.5
304,2007,29,0.43859902,5,9,7.754377,278.75577,447.38333,1000.8369,2002.2363,898.26215,7.754377,4.8,10.760865067015091,10.948084,6.288577,4.1982923,6.5415792,0,2347658.5
305,2008,29,0.41590732,6,9,6.480156,254.29703,438.80475,950.73706,1953.7474,625.1583,6.480156,6.7,11.323935143456907,10.923002,6.2155366,4.232419,6.4435315,0,2347658.5
306,2009,29,0.37956205,5,9,6.127829,236.7856,449.0206,868.6983,1825.111,487.00528,6.127829,11.7,12.71673757533596,10.864427,6.1950274,4.3650756,6.6131434,0,2347658.5
307,2010,29,0.35032088,3,10,5.8933654,197.61423,425.96347,829.0249,1586.0239,379.89825,5.8560653,14.0,12.83877058,10.849822,6.156882,4.4996467,6.5857496,0,2347658.5
308,2000,30,0.11037528,0,0,1.8329561,37.742233,97.479935,415.9144,1729.7273,178.96317,1.1664265,2.7,5.820218671656751,11.0740795,5.2366796,4.52312,7.031768,0,1274359.0
309,2001,30,0.11235955,0,0,1.389302,36.367023,100.02975,399.54694,1639.3765,174.88861,0.8172365,3.4,6.123471359129676,11.054313,5.275473,4.4932327,6.975903,0,1274359.0
310,2002,30,0.14043583,0,1,0.9685879,33.335567,95.648056,390.50235,1571.3724,156.91124,0.8878722,4.6,6.414231138970569,11.113149,5.287429,4.5665245,6.8601613,0,1274359.0
311,2003,30,0.19791667,0,0,1.3582919,38.35177,80.05932,366.6589,1592.717,154.44577,0.8788947,4.5,6.534102712428849,11.095499,5.2703056,4.573036,7.0236545,0,1274359.0
312,2004,30,0.232,0,1,1.3471001,39.620594,96.59501,394.54187,1562.8739,154.99576,1.0301354,3.9,6.742870274253746,11.091042,5.2677674,4.575336,7.1845913,0,1274359.0
313,2005,30,0.2109589,1,0,1.4931402,28.68401,76.30732,329.43387,1453.2969,105.7772,1.3359675,3.6,7.574857405110941,11.0610285,5.292417,4.5864654,7.2090435,0,1274359.0
314,2006,30,0.17763157,0,0,0.9886721,34.679577,93.92385,366.64523,1579.5938,115.59859,0.9126204,3.4,7.747538776860511,11.112657,5.362817,4.549469,7.048012,0,1274359.0
315,2007,30,0.21136364,0,0,0.91585296,33.581276,83.18998,390.84024,1480.5526,105.552055,0.8395319,3.6,7.09824202024951,11.17128,5.4143786,4.6001973,7.0564423,0,1274359.0
316,2008,30,0.2004717,0,0,1.0668309,32.309734,98.22464,330.10794,1700.5284,107.1403,0.99062866,4.0,7.615572072806634,11.112642,5.3994794,4.6032367,7.0836773,0,1274359.0
317,2009,30,0.18942732,0,0,0.83623546,34.513718,95.86299,373.6452,1729.335,85.676125,0.83623546,6.4,8.42081496466145,11.085061,5.335683,4.7026663,7.2254295,0,1274359.0
318,2010,30,0.20842572,0,0,0.9876506,34.263878,100.43646,413.36975,1699.7466,73.541985,0.9876506,6.1,7.87772886,11.108066,5.3459725,4.790699,7.2797356,0,1274359.0
319,2000,31,0.33483362,1,6,3.5160165,164.88779,208.02895,534.38586,1892.5902,415.48608,3.5160165,3.7,7.879940565937538,11.06379,5.8926287,3.940823,6.783078,0,8530271.0
320,2001,31,0.3245216,2,11,4.0532722,170.2133,209.53969,564.70764,1882.2502,454.88327,4.089462,4.3,7.946753516062718,11.06285,5.8274317,3.9539897,6.7609315,0,8530271.0
321,2002,31,0.32805446,2,5,4.037946,166.22282,197.64496,522.8962,1763.6057,425.89017,4.061769,5.8,8.430945819218886,11.099439,5.805795,4.018074,6.875048,0,8530271.0
322,2003,31,0.32513866,2,12,4.8081045,158.00426,194.83482,514.64484,1685.0511,409.82578,4.8081045,5.9,8.982143220880532,11.10407,5.776612,4.0416584,6.890759,0,8530271.0
323,2004,31,0.3254818,6,19,4.609978,153.7757,189.85583,482.5189,1646.1503,356.40305,4.609978,4.9,8.434825374731252,11.063556,5.7515125,4.121923,7.240259,0,8530271.0
324,2005,31,0.33204693,0,12,4.8935466,155.07967,188.68906,457.43512,1604.52,324.86343,4.8935466,4.5,8.661741748183726,11.167219,5.7716317,4.1609273,7.319316,0,8530271.0
325,2006,31,0.3230274,6,6,4.8942294,153.108,178.33565,451.3007,1543.5277,283.60168,4.8942294,4.6,8.490067120863403,11.206373,5.7485123,4.6185045,7.345981,0,8530271.0
326,2007,31,0.321938,1,8,4.3945575,144.74358,167.51222,429.21332,1527.5297,252.87737,4.3945575,4.2,8.370686110372597,11.060809,5.7347317,4.7385116,7.2744317,0,8530271.0
327,2008,31,0.33099756,3,6,4.342469,146.68538,163.44315,466.60757,1600.0729,233.06125,4.342469,5.5,8.54714605063966,11.099408,5.7028966,4.7131095,7.281258,0,8530271.0
328,2009,31,0.31050777,0,9,3.6876276,134.54639,163.15729,427.08276,1483.1777,179.22565,3.6876276,9.1,9.227831577837613,11.095074,5.6815877,4.936141,7.34437,0,8530271.0
329,2010,31,0.33533594,2,16,4.2370443,134.9687,158.57509,442.34286,1470.4485,177.65892,4.2370443,9.6,9.316792034,11.059425,5.654575,4.95657,7.363129,0,8530271.0
330,2000,32,0.38455382,2,3,7.572617,140.17755,573.8361,1196.9784,3249.2136,411.7821,6.675122,5.0,17.33865697670831,10.701715,5.7026196,5.0405774,6.9460807,0,1894993.1
331,2001,32,0.4103896,1,5,5.5220175,150.3216,593.70056,1090.5706,3146.2114,398.08725,4.90846,4.9,18.220036222203753,10.616266,5.756215,5.258728,7.0890255,0,1894993.1
332,2002,32,0.40389845,4,4,8.357535,121.29423,568.20245,1079.5516,2936.464,408.9144,7.5877624,5.5,18.00411058778766,10.668304,5.7969627,5.2340846,7.209191,0,1894993.1
333,2003,32,0.3871967,1,3,6.310257,105.37041,519.073,1033.4133,2752.3057,392.97668,5.8750668,6.0,17.99288137750731,10.636264,5.8245935,5.2667813,7.348758,0,1894993.1
334,2004,32,0.3729389,0,2,9.072184,110.69138,526.6698,1069.5514,2795.1453,424.1917,8.052235,5.8,16.968097584490753,10.72911,5.836081,5.3533673,7.3424907,0,1894993.1
335,2005,32,0.4215531,1,5,7.630352,100.307335,496.50275,1109.5273,2686.8906,420.14624,7.1004663,5.3,18.293291649003816,10.68047,5.852742,4.616579,7.447388,0,1894993.1
336,2006,32,0.4174941,4,5,7.0602717,108.20634,493.24695,1088.1005,2382.8928,476.466,6.548658,4.2,17.91262555644406,10.675585,5.8279467,4.8504405,7.2841225,0,1894993.1
337,2007,32,0.41502145,2,5,9.57358,119.92709,508.73795,1074.8145,2365.1887,460.2524,9.110342,3.5,17.70906303996146,10.750278,5.8075733,4.856743,7.4303737,0,1894993.1
338,2008,32,0.46096656,1,4,7.6443796,109.671364,488.9345,1055.9436,2395.4426,409.02527,7.4405293,4.0,16.81034702424695,10.660431,5.787701,4.6879153,7.515797,0,1894993.1
339,2009,32,0.40527952,3,5,10.077054,98.327614,484.00394,1117.3824,2350.3965,330.91415,9.568111,6.9,18.2725486803131,10.697859,5.80447,4.7959986,7.599327,0,1894993.1
340,2010,32,0.39281288,3,11,6.9683027,79.2031,461.87088,1031.2107,2182.7961,257.48367,6.821085,8.5,18.26907364,10.716593,5.7892694,4.8408957,7.6754236,0,1894993.1
341,2000,33,0.20809591,14,13,5.1750393,220.3686,326.64716,478.0714,1853.1261,294.79785,4.9521646,4.5,13.408917897133701,10.851025,5.944357,4.09521,7.6565757,0,18912244.0
342,2001,33,0.20232527,8,14,5.2079463,198.30882,309.01022,436.1655,1786.5209,261.95428,5.034348,4.9,13.9065184499633,10.8564,5.903624,4.2869153,7.6742177,0,18912244.0
343,2002,33,0.11898071,11,13,4.8945847,197.36107,288.52203,412.9974,1712.4315,255.0461,4.8030467,6.2,14.059971854791833,10.836852,5.889202,4.2252655,7.7222996,0,18912244.0
344,2003,33,0.08063705,19,18,5.0213633,192.41391,263.3635,405.6498,1674.2644,243.02538,4.9783535,6.4,14.518034892237194,10.834174,5.859409,4.315239,7.8152323,0,18912244.0
345,2004,33,0.07750851,18,14,4.770763,179.80785,251.74493,379.38565,1669.1552,220.03465,4.797595,5.8,14.712216485083424,10.850075,5.8351493,4.4577003,7.8436055,0,18912244.0
346,2005,33,0.09238466,16,10,4.685002,188.574,247.38312,364.69043,1620.0244,191.55975,4.6957226,5.0,13.853909953082974,10.872143,5.818088,4.5177665,7.8453145,0,18912244.0
347,2006,33,0.098840915,12,11,4.7860317,178.75102,235.2148,355.86526,1540.4236,166.88954,4.7704926,4.5,13.833770248629676,10.861822,5.792867,4.4371147,7.804154,0,18912244.0
348,2007,33,0.08745577,0,0,4.1699615,161.24889,234.6537,337.86026,1510.4078,145.5493,4.159589,4.5,13.40588720782845,10.848716,5.7831955,4.3545995,7.8408957,0,18912244.0
349,2008,33,0.08933908,0,0,4.3028727,163.61725,216.80096,337.3174,1533.552,129.16853,4.3028727,5.4,13.360604761540307,10.84152,5.7385206,4.3334293,7.7550645,0,18912244.0
350,2009,33,0.10006752,0,0,4.0208206,144.87825,224.49667,323.1535,1507.921,112.59842,4.0208206,8.4,13.9422029442497,10.840463,5.7108846,4.3269057,7.7693744,0,18912244.0
351,2010,33,0.08948829,0,0,4.486133,147.49846,227.24388,336.57913,1506.1959,105.848915,4.4809527,8.4,14.05340778,10.816292,5.6818595,4.4034624,7.851352,0,18912244.0
352,2000,34,0.49424374,8,5,7.1836944,161.56898,317.04465,1255.7097,2985.941,324.11288,7.01693,3.7,11.98617344106138,10.789608,6.002635,4.4061065,6.8528,0,8533450.0
353,2001,34,0.5151082,19,5,6.3663354,167.71826,309.7821,1284.4744,2990.8035,310.715,6.252876,5.6,12.161099800185317,10.75786,5.9993005,4.4137855,6.869812,0,8533450.0
354,2002,34,0.50905365,15,3,6.795741,151.35405,299.71945,1234.3323,2843.6333,308.36295,6.634528,6.6,13.12549030403997,10.697723,6.008083,4.4103622,6.9363956,0,8533450.0
355,2003,34,0.514024,10,3,6.2112503,150.1134,286.8591,1235.9529,2848.8403,330.1046,5.953471,6.5,13.726298433635614,10.696344,6.0209155,4.2962084,7.0358067,0,8533450.0
356,2004,34,0.4297233,6,4,6.432868,142.46626,285.259,1223.6113,2746.6292,326.33505,6.1789393,5.5,14.19546584364648,10.746046,6.060204,5.043514,7.113396,0,8533450.0
357,2005,34,0.51452315,8,6,6.955144,150.21922,298.75018,1240.013,2628.5808,338.4361,6.8005853,5.2,14.829222684802035,10.757264,6.0692315,3.5480068,7.1896114,0,8533450.0
358,2006,34,0.5152412,8,6,6.0972133,152.611,290.00153,1217.9183,2561.9812,339.64865,5.973011,4.8,14.18871213870483,10.669792,6.0472918,3.5214288,7.1050177,0,8533450.0
359,2007,34,0.5020594,4,2,6.6066422,153.28313,293.37552,1229.6584,2643.7957,316.76935,6.2684183,4.7,14.170086769116224,10.7311,6.0593076,3.6283414,7.0794168,0,8533450.0
360,2008,34,0.53795123,3,9,6.695108,158.4804,286.6613,1234.3455,2594.2158,295.73563,6.4627156,6.4,14.407008770812519,10.679895,6.0797486,3.699438,7.079187,0,8533450.0
361,2009,34,0.5305708,7,4,5.4058805,130.72502,257.86823,1192.0575,2387.0225,220.59088,5.295331,10.8,16.30677763645841,10.659562,6.0882535,3.739474,7.1387954,0,8533450.0
362,2010,34,0.48949012,0,5,5.0422688,101.798744,238.91455,1087.7953,2200.3677,193.95786,4.788037,10.2,15.8019829,10.686316,6.051969,3.954867,7.097897,0,8533450.0
363,2000,35,0.4642857,0,0,0.64665383,9.053153,47.529057,338.3616,1793.171,159.40016,0.48499036,2.9,10.477246677411896,10.727115,5.158767,4.110588,7.0200744,0,625979.44
364,2001,35,0.3,0,1,1.1460512,9.823296,44.859715,354.45724,1896.3872,177.80165,1.3097727,2.8,11.540407306567037,10.693762,5.211496,4.361614,7.098627,0,625979.44
365,2002,35,0.1724138,0,0,0.81934303,9.504379,44.244526,367.55728,1884.6528,166.81825,0.81934303,3.5,11.245483371432785,10.6890545,5.205225,4.197842,7.1276965,0,625979.44
366,2003,35,0.18867925,0,0,1.47726,8.69942,46.944042,321.55026,1695.0739,176.94293,1.31312,3.6,10.679441136111457,10.776996,5.3150244,4.3081727,7.1444902,0,625979.44
367,2004,35,0.25581396,0,0,1.3121401,7.052753,54.12578,334.59573,1560.7906,153.6844,1.3121401,3.5,11.091684148199661,10.720422,5.382894,4.3984103,7.164873,0,625979.44
368,2005,35,0.037037037,0,0,1.9683586,8.857614,75.45375,335.11307,1596.3389,176.00407,1.8043288,3.4,11.578541610281393,10.760495,5.425749,4.320759,7.137058,0,625979.44
369,2006,35,0.13157895,0,0,1.2581247,11.952185,123.13896,404.80164,1515.4113,168.43144,1.2581247,3.2,11.175135680889243,10.700725,5.3676243,4.2518644,7.087545,0,625979.44
370,2007,35,0.28767124,0,0,2.1953588,11.4472275,135.6418,360.9797,1488.9236,153.20468,2.0385473,3.2,11.328364504813324,10.812532,5.402879,4.585439,7.060342,0,625979.44
371,2008,35,0.1369863,0,0,0.78294677,11.431024,133.41414,360.7819,1523.3013,141.2436,0.78294677,3.3,11.063664535485497,10.8249445,5.426569,5.338515,7.1117754,1,625979.44
372,2009,35,0.21495327,0,0,1.875806,16.725937,204.46286,379.22543,1480.9489,142.71758,1.875806,4.3,11.397241001993045,10.837658,5.447975,5.340745,7.173224,1,625979.44
373,2010,35,0.13333334,0,1,1.502221,13.519989,176.6612,295.33667,1362.5145,129.04079,1.502221,3.8,11.91035947,10.847004,5.4088755,5.458575,7.126745,1,625979.44
374,2000,36,0.30224216,0,5,3.78143,141.2156,159.54378,801.8441,2653.1255,353.04807,3.274827,4.0,9.846020709752715,10.904028,6.0273805,5.0303497,6.944952,0,11286245.0
375,2001,36,0.34065935,2,9,4.081497,155.30458,161.68869,875.0838,2672.622,381.322,3.9370193,4.4,10.335921652594532,10.84856,6.0134244,4.9849353,7.0553336,0,11286245.0
376,2002,36,0.35140732,0,10,4.7293177,160.67992,152.14737,891.59326,2580.8499,384.52228,4.4505935,5.7,10.321331056547534,10.853812,6.017151,5.130757,7.1339273,0,11286245.0
377,2003,36,0.3570879,1,8,4.723962,151.73257,144.62866,853.93243,2527.077,368.3702,4.328801,6.2,10.74964422102321,10.851122,5.9968185,5.062597,7.1954913,0,11286245.0
378,2004,36,0.3183774,0,2,4.5365705,156.26065,144.41714,865.3374,2529.7925,364.45874,4.3034663,6.2,11.77788735677527,10.81372,5.995732,5.088425,7.2465262,0,11286245.0
379,2005,36,0.3352434,2,1,5.2888207,167.38669,145.46947,898.0507,2501.442,371.7503,5.037826,5.9,12.93001025672653,10.807057,6.0186906,5.1565924,7.271297,0,11286245.0
380,2006,36,0.36112112,7,3,4.6959376,169.09732,144.7464,921.789,2463.3896,330.9721,4.451993,5.5,12.857529434990711,10.812471,6.05994,5.1556897,7.3198147,0,11286245.0
381,2007,36,0.370716,7,2,4.6146855,159.84782,143.91014,857.59875,2310.3784,294.72052,4.3006425,5.6,12.724188445612528,10.851877,6.092548,5.172662,7.313334,0,11286245.0
382,2008,36,0.39629865,3,10,4.8021684,163.8838,143.56828,894.33636,2277.9797,250.46228,4.104939,6.6,12.9799216191971,10.769074,6.110275,5.321383,7.2600265,0,11286245.0
383,2009,36,0.39779288,2,9,4.5778885,153.4939,138.89157,903.49445,2169.7366,196.84052,4.4562745,10.4,14.76119667216187,10.750128,6.1054306,5.3238316,7.283579,1,11286245.0
384,2010,36,0.39759696,3,5,4.1294985,142.9622,136.30815,924.11414,2140.5898,183.20746,4.094797,10.4,14.44098691,10.738417,6.106183,5.269005,7.2893553,1,11286245.0
385,2000,37,0.3957935,3,12,5.451911,78.33378,388.1641,948.42285,2879.208,369.8912,5.4219556,3.1,13.991670558392514,10.622863,6.543048,4.1272883,5.8461146,0,3490586.0
386,2001,37,0.41114348,6,18,5.526248,82.02744,397.56128,1032.7512,2823.9727,375.4563,5.526248,3.7,14.566323939707138,10.6886215,6.5227914,4.1420245,6.917304,0,3490586.0
387,2002,37,0.41335133,7,12,4.8231773,87.76408,381.26773,1040.7114,2964.4785,377.92404,4.8231773,4.8,14.756111453862463,10.696163,6.509891,4.2204103,7.046296,0,3490586.0
388,2003,37,0.43920594,9,12,6.064542,94.913025,377.6208,1025.8496,3044.1646,381.47736,6.064542,5.6,14.828747342346931,10.658693,6.5100193,4.245235,7.010802,0,3490586.0
389,2004,37,0.43786407,5,11,5.4510255,90.55736,375.18295,1032.8813,2967.9075,379.72546,5.4510255,5.0,14.202558934084209,10.730422,6.527081,4.235271,7.08679,0,3490586.0
390,2005,37,0.449226,2,11,5.446344,94.07321,382.87506,1039.5236,2732.3171,404.83517,5.446344,4.5,16.368913783502297,10.646472,6.6553555,4.240516,7.1123686,0,3490586.0
391,2006,37,0.40509555,7,7,5.811335,87.728806,364.99655,962.67,2287.0117,375.30606,5.811335,4.0,16.112177764267667,10.645401,6.597427,4.362879,7.1228595,0,3490586.0
392,2007,37,0.445167,13,10,6.2343984,94.57834,362.74133,958.11237,2253.106,378.64883,6.2343984,4.3,15.45781311286861,10.7242365,6.5829372,4.441129,7.1725135,1,3490586.0
393,2008,37,0.48329258,8,11,5.878764,102.0742,384.97586,974.46063,2213.7708,303.0614,5.878764,3.9,15.369003383062504,10.751371,6.5753675,4.5063114,7.210769,1,3490586.0
394,2009,37,0.47498512,5,8,6.4818635,93.01751,372.09775,1054.577,2321.6428,289.91104,6.4818635,6.4,15.947350649141997,10.750107,6.5946927,4.6442313,7.272662,1,3490586.0
395,2010,37,0.4548996,6,11,5.247455,89.79876,349.9649,1008.48016,2165.1807,274.21317,5.247455,6.8,15.77866718,10.678215,6.560241,4.697102,7.2837844,1,3490586.0
396,2000,38,0.2718144,0,1,2.093359,86.36601,231.94418,766.1096,3416.063,416.63824,2.0335488,5.1,10.804124993869449,10.893196,5.7569957,4.8100667,7.048711,0,3581658.2
397,2001,38,0.23754093,5,6,2.4739666,80.9635,195.64954,784.8365,3623.5955,437.12634,2.4739666,6.4,11.271450984388387,10.836223,5.8172517,4.8423066,7.0964303,0,3581658.2
398,2002,38,0.25091174,2,2,2.0904994,79.61319,181.35083,746.07605,3452.9534,479.76962,2.0904994,7.6,11.502305501526791,10.8329315,5.860457,4.7570596,7.213205,0,3581658.2
399,2003,38,0.2507903,4,3,1.9527116,81.75544,183.00928,820.19635,3512.7847,544.86395,1.9239953,8.1,12.154280300843945,10.806916,5.900249,5.1264696,7.169631,0,3581658.2
400,2004,38,0.23809524,1,5,2.5613594,78.29222,187.83302,855.8356,3354.4702,527.49774,2.5613594,7.3,13.154345531381065,10.7646675,5.927412,4.74792,7.0523357,0,3581658.2
401,2005,38,0.23284908,3,6,2.2471223,69.60461,185.94936,775.84705,3182.9363,541.05084,2.2471223,6.2,13.969179033563298,10.806065,5.931454,4.7261796,7.091376,0,3581658.2
402,2006,38,0.24557522,8,5,2.3778913,73.28229,174.61287,653.83905,2671.1555,394.13547,2.3238482,5.4,13.169139943762872,10.83809,5.9145393,4.742557,7.0541,0,3581658.2
403,2007,38,0.2669462,0,3,2.005693,77.571526,179.26558,619.5965,2570.946,395.0402,2.005693,5.2,12.919020419580116,10.874759,5.935016,4.7029963,7.0017385,0,3581658.2
404,2008,38,0.2315512,3,2,2.2754505,71.101135,158.58551,563.5889,2479.5183,304.26788,2.2754505,6.4,13.424488773194874,10.8663,5.9381976,4.4543467,7.063777,0,3581658.2
405,2009,38,0.22809124,4,2,2.3608906,67.04393,165.77208,529.56384,2282.1226,267.66595,2.3608906,11.2,14.401781184614398,10.817957,5.956894,4.753205,7.2026734,0,3581658.2
406,2010,38,0.25606695,4,5,2.3913186,62.80496,156.61823,516.0255,2283.026,234.19154,2.5752661,10.6,14.32751919,10.830243,5.9087977,4.941814,7.2621126,0,3581658.2
407,2000,39,0.39074636,14,11,5.0811324,153.23581,249.6676,456.45786,1906.429,306.59824,4.870122,4.2,9.587708319037374,10.885566,5.739806,4.8288035,7.2538676,0,12172547.0
408,2001,39,0.38725713,9,6,5.491896,147.63162,243.07758,458.45944,1884.2013,301.27817,5.1207085,4.8,10.17343847291875,10.888763,5.7717357,4.8043456,7.3556533,0,12172547.0
409,2002,39,0.3798287,7,10,5.2447896,144.25693,235.84743,467.40826,1785.5903,275.83054,5.017852,5.6,10.174454815044678,10.849454,5.821911,4.8093085,7.3396983,0,12172547.0
410,2003,39,0.3942714,5,13,5.4269314,150.81332,226.6981,452.25546,1788.9497,280.50607,5.2591743,5.7,10.731467302151657,10.83756,5.8376684,4.8859987,7.3771114,0,12172547.0
411,2004,39,0.4106853,10,19,5.435745,154.49223,236.99011,455.2896,1791.2786,258.98398,5.3939314,5.5,11.387667867297246,10.837834,5.8364487,4.9038477,7.389626,0,12172547.0
412,2005,39,0.41474965,10,11,6.310967,160.3954,243.79866,468.59763,1794.0844,245.3764,6.2358365,5.0,11.827920635751443,10.853407,5.8686795,4.98465,7.5023623,0,12172547.0
413,2006,39,0.42198178,5,28,6.0206,169.38062,237.53638,464.1167,1748.2006,238.6376,5.8759127,4.7,11.597958011903103,10.867101,5.877375,5.005511,7.4117627,0,12172547.0
414,2007,39,0.41778395,12,25,5.926961,156.9798,225.81319,452.0457,1704.5698,213.80605,5.846322,4.3,11.231970043607111,10.838286,5.915364,5.0553145,7.392479,0,12172547.0
415,2008,39,0.4140836,13,18,5.6930017,151.97174,225.33658,472.56747,1764.4843,181.08899,5.6607924,5.5,11.710029571399904,10.859999,5.9840283,5.0694747,7.3473926,0,12172547.0
416,2009,39,0.4208181,12,30,5.304957,139.84633,210.87202,437.595,1634.5338,142.38696,5.304957,8.2,12.122680958944429,10.798902,6.0183167,5.0977483,7.402974,0,12172547.0
417,2010,39,0.4055739,11,18,5.1883745,129.21184,205.95555,435.68918,1612.4473,131.63625,5.1646833,9.0,12.35017878,10.788494,6.0034804,5.099511,7.4422183,0,12172547.0
418,2000,40,0.23861171,0,0,4.457639,91.33207,172.56017,655.76825,2183.0544,462.10858,4.457639,4.2,10.537660611211654,10.886053,5.785383,5.4605937,7.28525,0,1042039.56
419,2001,40,0.27991885,0,0,3.823147,96.657,180.08003,668.9527,2340.4521,494.36234,3.823147,4.5,10.499832369704205,10.938627,5.7611494,5.4764237,7.427814,0,1042039.56
420,2002,40,0.27183408,0,0,3.97764,88.866295,164.82951,622.3551,2333.3223,473.0481,3.97764,5.1,11.267198441541307,10.847549,5.833333,5.455976,7.594609,0,1042039.56
421,2003,40,0.3325301,0,0,2.4103448,80.023445,165.25323,532.5898,2151.9558,422.96732,2.4103448,5.4,11.519809177821742,10.878122,5.829097,5.4368625,7.6309958,0,1042039.56
422,2004,40,0.29001367,0,0,2.5072277,70.49167,153.9052,526.99994,2085.1455,393.249,2.5072277,5.2,11.81482774382306,10.921088,5.8013964,5.399258,7.67811,0,1042039.56
423,2005,40,0.25515464,0,0,3.2924616,75.14559,152.71211,515.0766,1894.8116,426.1801,3.2924616,5.1,11.860705632627134,10.919913,5.8688526,5.392204,7.726525,0,1042039.56
424,2006,40,0.23108108,0,1,2.5290134,69.3137,131.5087,510.76703,1765.8134,338.0448,2.5290134,5.2,11.01385337342288,10.970093,5.9250417,4.844461,7.6608357,0,1042039.56
425,2007,40,0.25823453,0,0,1.7889677,71.464554,130.50049,489.42392,1801.8671,300.54657,1.7889677,5.0,11.409094546943924,10.950894,5.9357395,4.822078,7.6300073,0,1042039.56
426,2008,40,0.24431819,0,0,2.9403229,83.46723,138.76427,546.9,1984.8127,303.80176,2.9403229,7.7,11.58800196527384,10.895164,5.949769,4.8486567,7.6699886,0,1042039.56
427,2009,40,0.29044586,0,0,3.0263453,74.240036,148.0072,544.08014,1835.0055,227.16504,3.0263453,11.6,11.573784662292967,10.868301,5.850656,4.8029995,7.6456523,0,1042039.56
428,2010,40,0.2551282,1,0,2.7518253,74.01461,151.44528,580.8249,1745.0367,227.64236,2.7518253,12.0,12.24268062,10.857344,5.7637715,4.788768,7.701007,0,1042039.56
429,2000,41,0.48376206,0,1,7.5058517,160.43436,646.22546,1039.9603,3234.0935,402.01447,7.4026785,3.6,13.024613261627943,10.769916,6.331015,4.584136,7.0296035,0,4183317.2
430,2001,41,0.47469518,0,3,8.40126,152.41924,637.17194,1084.8064,3226.644,425.18015,8.40126,5.2,14.021831057270628,10.746627,6.353932,4.669108,7.0999436,0,4183317.2
431,2002,41,0.5103914,3,2,7.5027084,145.37128,647.80096,1101.3623,3101.6902,424.65833,7.7041235,5.9,14.291904199980914,10.732629,6.3920336,4.8734603,7.1964073,0,4183317.2
432,2003,41,0.51249784,6,0,7.5588374,144.71556,633.6202,1097.4783,3188.4075,393.9077,7.5338907,6.7,14.138992299715133,10.728014,6.383016,5.1985826,7.2526245,0,4183317.2
433,2004,41,0.50182885,4,4,7.044616,134.68518,631.4045,1077.3583,3226.508,387.35535,7.0199847,6.8,15.322852783781027,10.706856,6.3579593,5.2912903,7.2467628,0,4183317.2
434,2005,41,0.5235991,4,1,7.632547,137.50739,601.78015,1038.9258,3074.6282,398.0592,7.681162,6.7,15.592879951948985,10.712883,6.3332105,5.3498483,7.255355,0,4183317.2
435,2006,41,0.54299253,5,2,8.400349,136.71973,583.8127,993.55536,2896.9634,386.53177,8.377208,6.5,15.213309855553337,10.665251,6.3035502,5.3213882,7.0965657,0,4183317.2
436,2007,41,0.53769714,6,1,8.404655,146.38878,602.54913,1044.7633,2920.0637,393.65652,8.404655,5.9,14.917363071652229,10.747057,6.32735,5.3431597,7.1795077,1,4183317.2
437,2008,41,0.56519103,9,2,6.9722414,149.801,548.83124,1044.0194,2869.7473,401.27863,6.9722414,7.0,15.446444894876993,10.661674,6.31439,5.443859,7.138828,1,4183317.2
438,2009,41,0.55240744,8,2,6.9053473,130.2507,522.4971,1028.8514,2699.8774,308.29544,6.8827066,11.8,17.05475849736929,10.640149,6.309722,5.6563144,7.2582636,1,4183317.2
439,2010,41,0.5469691,7,3,6.1067944,108.65732,456.26477,1006.66144,2640.1853,287.8263,5.8450747,11.3,16.53789691,10.638473,6.242682,5.3228292,7.190487,1,4183317.2
